id,title,wage,vessel_type,vessel_name,start_date,contract_duration,trading_region,info_text
468957,2nd Officer,$ 4 500 per month,LPG / LNG,,21/11/2024,6 months,United Arab Emirates,"
Information about vacancy 2nd Officer (for LPG / LNG):
START ASAP
"
473618,ETO,$ 6 246 per month,Container Ship,,24/11/2024,4 months,,"
Information about vacancy ETO (for Container Ship):
ETO for CONTAINERONLY OFFICER ETO nor RATINGFree EmploymentJoining Date: 24/11/2024Duration: 4+/-1 monthsSalary: 6246 USDCrew: MIXDWT: 33000E-mail for your application:Apply via Maritime ZoneTelephone+38 (050) 499-83-10Join our telegram
"
471625,2nd Engineer,Salary Negotiable,Container Ship,,19/11/2024,5 months,Liberia,
466949,2nd Engineer,Salary Negotiable,Container Ship,,22/01/2025,3 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
On behalf of our respected Client we are looking for a Second Engineer to join Container vessel.Requirements:Good command English;Experience with MAK engines;Valid STCW documents;Medical certificate.Conditions:Salary: negotiableContract duration: 3 +/- 1 monthsJoining: Apply via Maritime ZoneVessel details:Flag: Faroe IslandsGT: 10119ME: MAK 9M43C, 9117 kWBuilt: 2014Please apply online to  or send your CV to: 
"
470872,ETO,Salary Negotiable,Bulk Carrier,,25/11/2024,5 months,,"
Information about vacancy ETO (for Bulk Carrier):
ETO or ETRBulk CarrierDWT: 80 000YOB 2012Flag GreeceSalary NegotiableDuration: 5+1 monthsCrew mix.DOA is ASAPApply via Maritime Zone
"
471760,2nd Officer,$ 2 950 - $ 3 100 per month,General cargo,,19/11/2024,5 months,Liberia,"
Information about vacancy 2nd Officer (for General cargo):
2nd Officer for General Cargo with Chief Officer license ! Age limit - 45 yoGood English experience with cargo operationTrading area - North Europe. Forward your CV (ONLY UKRAINIAN candidates!!) to our e-mail.
"
468111,3rd Officer,$ 3 200 - $ 3 500 per month,Bulk Carrier,,20/11/2024,6 months,,"
Information about vacancy 3rd Officer (for Bulk Carrier):
Modern Fleet;Re-joining Bonus;Long Term Career
"
470171,ETO,$ 6 500 - $ 7 000 per month,Oil Products Tanker,,27/11/2024,4 months,Antigua and Barbuda,
471449,Chief Officer,$ 9 500 per month,LPG / LNG,,19/11/2024,4 months,,
473927,Chief Engineer,$ 9 200 per month,Bulk Carrier,,25/11/2024,3 months,,"
Information about vacancy Chief Engineer (for Bulk Carrier):
We are inviting candidates from Ukraine, Russia, Turkey to join our team.Knowledge of English will be an advantage!Good experience in rank! I am ready to answer all your questions via WhatsApp. Please send your CV to my WhatsApp: +380961576853 Email: Apply via Maritime ZoneJoin our team – we are waiting for you!
"
472265,Boatswain,$ 1 550 per month,Container Ship,,25/11/2024,2 months,,"
Information about vacancy Boatswain (for Container Ship):
Duration:2-6Please forward your application forms to e-mail: Apply via Maritime Zone or send it to Telegram  @univisltd , WhatsApp/Viber +38 098 328 66 98
"
472770,3rd Officer,$ 3 100 - $ 3 200 per month,Container Ship,Black Sea,14/12/2024,4 months,Panama,"
Information about vacancy 3rd Officer (for Container Ship):
Third Officer requirement on Container fleet. Rezerv+ and MARAD verification is a mandatory reqirement for Candidates. Trading area: Black sea, Mediterranean sea, ports of Ukraine, Turkey, Greece.
"
473862,Chief Officer,Salary Negotiable,Chemical tanker,,11/12/2024,4 months,,"
Information about vacancy Chief Officer (for Chemical tanker):
We are inviting All except Indonesian candidates to join our team.Knowledge of English will be an advantage!Good experience in rank! I am ready to answer all your questions via WhatsApp. Please send your CV to my WhatsApp: +380961576853 Email: Apply via Maritime ZoneJoin our team – we are waiting for you!
"
466699,Gas Engineer,$ 13 000 per month,LPG / LNG,,26/12/2024,4 months,Bahamas,"
Information about vacancy Gas Engineer (for LPG / LNG):
Good knowledge of EnglishMixed crew experienceRF citizenship onlyPlease fill our application form on Apply via Maritime Zone(use CSC-SPT)Contact details : 
"
463531,OS,$ 1 210 per month,Bulk Carrier,Worldwide,05/12/2024,6 months,Liberia,
469995,Chief Officer,$ 7 100 per month,Bulk Carrier,,05/12/2024,4 months,Germany,
467122,Chief Engineer,Salary Negotiable,Bulk Carrier,,02/12/2024,4 months,Liberia,"
Information about vacancy Chief Engineer (for Bulk Carrier):
Chief Engineers required for geared bulk carriers. Previous experience in rank on bulk carriers with cranes required. Candidates with B&W MC and B&W ME engines are welcome. Mixed crew. Full engine team crew on-board- (C/E, 2/E, 3/E, 4/E, ETO, ratings). We offer long-term employment with 4 months contract. If of interest, please apply and we will contact the suitable candidates for further details.
"
473546,Chief Officer,$ 10 400 per month,Crude Oil Tanker,,27/12/2024,4 months,,"
Information about vacancy Chief Officer (for Crude Oil Tanker):
Experience in CO rank and on same type of vessels
"
460690,ETO,$ 7 200 per month,VLCC,,01/12/2024,5 months,,
473116,Master,$ 500 per day,Platform Supply vessel,,20/11/2024,2 months,,"
Information about vacancy Master (for Platform Supply vessel):
MASTER  SDPO with Seismic Survey Exp. (Should have Min 36 MONTHS rank experience on the same type of vessels MUST)Contract duration : 2/2 monthsSailing area : QatarVessel : PSV DP 2YOB: 2024Salary: 500 USD p/dJoining: ASAPEmail: Apply via Maritime ZoneMessengers: +380735343111                         +380735343112                         +380735343113
"
466744,Doctor,$ 1 500 per month,Power Station Vessel,Black Sea,25/11/2024,4 months,Liberia,"
Information about vacancy Doctor (for Power Station Vessel):
ПОСАДКА В УКРАИНЕ• Duration - 4(+-1) months• Type of vessel - Power Station 3310 dwt• Location – port of Ukraine• Верификация на руках• Обновленные данные в РЕЗЕРВ+ - ВЫДАЕТСЯ БРОНЬ НА ПЕРИОД РАБОТЫ• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
472707,2nd Engineer,$ 9 500 per month,LPG / LNG,Worldwide,20/11/2024,4 months,Liberia,
473815,Chief Officer,$ 4 500 per month,Bulk Carrier,,01/12/2024,7 months,,"
Information about vacancy Chief Officer (for Bulk Carrier):
Розглянемо кандидата 60+ Надсилайте свою анкету на Viber +38066 416 06 91
"
472212,Chief Engineer,$ 6 500 per month,General cargo,,30/11/2024,4 months,Malta,"
Information about vacancy Chief Engineer (for General cargo):
• Duration - 4(+-1) months• Type of vessel - GENERAL CARGO• Location – Mediterranean SeaНаши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33WhatsApp / Viber / Telegram - +380 (63) 73 755 33  +380 (95) 737 55 33
"
472642,Chief Engineer,$ 14 750 - $ 15 650 per month,LPG / LNG,,20/12/2024,3 months,Bahamas,"
Information about vacancy Chief Engineer (for LPG / LNG):
On behalf of our client we are looking for CE for VLGC vessel.Wage offer:1st contract, 14750 USD pm2nd contract, 15650 USD pmContract duration: 3 on / 2 offBefore proposing Your candidacy we have strict screening of Sea ServiceIn case of interest please apply!
"
473950,Chief Officer,$ 10 800 per month,VLCC,,05/12/2024,4 months,,"
Information about vacancy Chief Officer (for VLCC):
We are inviting candidates from UKRAINIAN, RUSSIAN ,GEORGIAN, GREEK to join our team.Requirements: •	Candidates should have good English and be ready to pass CES test•	Candidates should have min 4 contracts in rank and SAME dwt, SAME type of vessel. •	Max age 55-57 years•	All candidates should have no more than 2 SHIPOWNERS (not agency) during last 5-7 contracts.•	All candidates should not be ashore for more than 1 year.•	 I am ready to answer all your questions via WhatsApp.•	 Please send your CV to my WhatsApp: +380961576853•	 Email: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
470385,Motorman,$ 1 000 - $ 1 400 per month,Crude Oil Tanker,,29/11/2024,6 months,,"
Information about vacancy Motorman (for Crude Oil Tanker):
Зарплата зависит от результата прохождения собеседования 
"
461717,3rd Officer,$ 2 600 - $ 3 300 per month,Bulk Carrier,,29/11/2024,6 months,,"
Information about vacancy 3rd Officer (for Bulk Carrier):
Bulker/DWT 38000/2012 Apply via Maritime Zone.3rd Officer: 2600-3000$/6 months Joining: late November, early DecemberREQ: experience in rank on similar ships a must, good English, Covid vaccination, Russian certificates
"
462838,3rd Officer,$ 3 900 per month,LPG / LNG,,15/01/2025,4 months,Singapore,
473680,Chief Engineer,$ 7 900 per month,General cargo,,25/11/2024,4 months,Portugal,
457625,2nd Engineer,$ 9 012 per month,Passenger vessel,,01/01/2025,4 months,United States of America,"
Information about vacancy 2nd Engineer (for Passenger vessel):
Ensuring compliance with Engine Room Resource Management standardsEnsuring compliance with Environmental/Health and Safety Policies and procedures, MARPOL and SOLAS Policies Ensuring compliance with all relevant flag states and classes as well as other applicable regulations Carry out the Engine watch with particular attention to: the functions and operation of the main engines, auxiliary engines (where applicable), and power generation; the operation of all M/E and A/E ancillary equipment (where applicable); condition of bilges and bilges tanks; and piping integrity Fulfill and carry out the Environmental Compliance Plan  Maintenance and repair (but not limited to) of the following: bilges and bilges tanks; chemical analysis and treatment of boiler water, cooling water, A/C pre-heating, and re-heating water systems; lifeboats, tender boats, rescue boats, and file rafts winches; Purification system; Lubrication system; Hydraulic system; Electric propulsion motors (where applicable); Boiler and Steam Plant; and HFO, MDO, LO purifier; consumption analysis calculations  Bunkering and manning of HFO, MDO, LO operations  HFO, Diesel, Oil, and Sludge Transfer Pumps and related systems  Stabilizers, Thrusters, and AZIPOD systems Steering gear and related systems Pitch propeller controls and Propeller shafts (where applicable) Piping integrity Economizer and ancillary equipment Sooth blowing / Infrasonic system Provide continuous supervision to systems in temporary operation Ensure safety measures are implemented and functional Participate in drills and training Responsible for all watch monitoring data (sounding, counter, mass flow, grey and black water transfer log, Apply via Maritime Zone recorded and filed as per SMS Ensure that all machinery assigned are in working order and in compliance with carrying out Environmental, Health, and Safety procedures; ensure maintenance is carried out at due intervals in accordance with planned maintenance and service requirements, and all related logs and records are updated Compile Monthly Condition Report and update equipment technical cards of machinery assigned to him and his watch subordinate Report any abnormal condition of the machinery assigned Keep up good communication and transparency between TMs within the Engine department Any additional assignment at the discretion of the Staff Chief Engineer or Chief Engineer 
"
474000,2nd Officer,$ 4 500 per month,Crude Oil Tanker,,03/12/2024,4 months,,"
Information about vacancy 2nd Officer (for Crude Oil Tanker):
Requirements:1. Candidates should have good English and be ready to pass CES test2. ETO,3Eng, 2Off, 2Eng should have min 3 contracts in rank and SAME dwt, SAME type of vessel.Max age 40 years3. CEng, COff, MST should have min 4 ( for MST 5-6 priority ) contracts in rank and SAME dwt, SAMEtype of vessel. Max age 55-57 years4. All candidates should have no more than 2 SHIPOWNERS (not agency) during last 5-7contracts.5. All candidates should not be ashore for more than 1 yearPlease send your CV`s to my WhatsApp or Email; Apply via Maritime Zone I will answer all your questions via WhatsApp or Telegram: Tel. +380 93 545 0791
"
470940,2nd Engineer,$ 6 500 per month,General cargo,Mediterranean Region,19/11/2024,5 months,Antigua and Barbuda,
471652,4th Engineer,$ 2 700 per month,Container Ship,,30/11/2024,4 months,,
468920,3rd Engineer,$ 3 600 per month,Bulk Carrier,Worldwide,20/11/2024,5 months,Portugal,
472584,2nd Engineer,Salary Negotiable,Bulk Carrier,,18/12/2024,4 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Requirements: • Nationality: ALL Preferably EEU• Exp. with RT-Flex• Good English• Similar experience on rank and vessel type • Salary Negotiable 	 • Contract Duration (4 +/-1 months)I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or e-mail: Tel: + 380632835158 (Dmytro)e-mail: Apply via Maritime Zone
"
470043,Single Engineer,$ 7 100 per month,General cargo,,10/12/2024,4 months,,"
Information about vacancy Single Engineer (for General cargo):
Single EngineerGeneral cargo vessel / DWT 3850Joining: Middle of December / week 50Contract: 4 months +/-1mSalary: Apply via Maritime Zone EURGood EnglishExperience in rank
"
472750,OS,$ 1 300 per month,Container Ship,Black Sea,24/11/2024,6 months,Palau,"
Information about vacancy OS (for Container Ship):
Детали смотрите, пожалуйста, ниже: Able seafarer1700$6 Month   Посадка 30 ноября Cstar Peter IMO 9313216Район работы - Дубай - Индия - Саудовская Аравия. Красное Море (под охраной, страховка, дополнительные выплаты)Судно работает на линии между портами Jebel Ali – Jeddah- Djibouti- Mundra – Jebel Ali Для перевода зарплаты необходим счет открытый за пределами РФ либо компания оформляет для вас электронную дебетовую карту Кадмос (пожалуйста посмотрите информацию в интернете) Наличие следующих сертификатов - ""Dangerous and Hazardous Substances in Packages or Solid Form"" обязательно. Yellow Fever обязательно. Мед комиссия должна быть годной на весь контракт + еще 2 месяца. Drug test  перед посадкой  - Для поиска, подбора вакансий Вам необходимо внести ваши данные у нас в системе.  Apply via Maritime Zone - с помощью данной ссылки вы заполняете анкету онлайн (обязательные пункты для заполнения - education, NOK, sea service, certificates, address).   Пришлите мне на почту скан копии всех ваших морских документов, свежее фото, в деловом стиле; мореходная книжка + все страницы с прописками по судам; в формате JPG, в хорошем качестве, каждый документ отдельно, сертификаты - только английская сторона. + справки о плавании (2-3 последних контракта)гражданский паспорт (1 страница с фото + регистрация)- если будут дополнительные вопросы, я в рабочее время я всегда отвечу вам в почте или в Вацап. - если данная вакансия вам не подойдет, вы также можете внести ваши данные к нам в базу// прислать документы на почту  на случай появления других вакансий  - Мне необходимо получить от вас подтверждение, что вы ознакомились со всеми нюансами вакансии. Внимательно изучите информацию об электронной карте Кадмос в интернете. Во вложении форма, содержащая основную информацию о вакансии. Вам нужно ее прочитать и подписать, с этого момента мы начинаем нашу работу с вами: заносим вашу анкету в базу, проверяем ваши документы. Буду признательна за обратную связь. С уважением, Попова Ксения----------------------------------------------------------------Tenet Marine Hellas - NVR+7 960 480 70 06E-mail: 
"
